14,296,有田小学校,6,814-0033,福岡市早良区有田八丁目17番1号,33.557606,130.328783,092-861-1235,092-861-1309,elarita@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elarita/,,,,,,,,,14
14,297,愛宕小学校,7,819-0015,福岡市西区愛宕四丁目15番1号,33.587185,130.339297,092-882-0264,092-882-4398,elatago@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elatago/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,298,愛宕浜小学校,7,819-0013,福岡市西区愛宕浜四丁目42番1号,33.595452,130.330338,092-885-0910,092-885-0915,elatagoh@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elatagoh/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,299,下山門小学校,7,819-0052,福岡市西区下山門四丁目15番1号,33.57629,130.310158,092-891-1688,092-891-0549,,http://www.fuku-c.ed.jp/schoolhp/elsimoya/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,300,壱岐東小学校,7,819-0031,福岡市西区橋本一丁目14番1号,33.562469,130.317711,092-811-6101,092-811-6152,elikihig@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elikihig/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,301,壱岐南小学校,7,819-0032,福岡市西区戸切二丁目17番1号,33.554002,130.314589,092-811-0955,092-811-5715,,http://www.fuku-c.ed.jp/schoolhp/elikimin/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,302,今宿小学校,7,819-0164,福岡市西区今宿町137番地,33.575539,130.272843,092-806-0009,092-806-6411,elimajyu@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elimajyu/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,303,玄洋小学校,7,819-0164,福岡市西区今宿町697番地1,33.579999,130.264828,092-806-8146,092-806-8147,elgenyou@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elgenyou/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,304,今津小学校,7,819-0165,福岡市西区今津4808番地,33.607507,130.253381,092-806-2004,092-806-2005,elimazu@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elimazu/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,305,周船寺小学校,7,819-0373,福岡市西区周船寺一丁目22番39号,33.570792,130.241665,092-806-1038,092-806-8097,,http://www.fuku-c.ed.jp/schoolhp/elsusenj/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,306,壱岐小学校,7,819-0041,福岡市西区拾六町三丁目21番1号,33.564096,130.308816,092-881-1568,092-881-1569,eliki@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eliki/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,307,城原小学校,7,819-0054,福岡市西区上山門一丁目27番1号,33.570721,130.307969,092-882-0333,092-882-0312,eljyohar@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eljyohar/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,308,西陵小学校,7,819-0055,福岡市西区生の松原三丁目9番2号,33.574663,130.297143,092-881-1702,092-881-5313,elseiryo@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elseiryo/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,309,石丸小学校,7,819-0025,福岡市西区石丸三丁目9番25号,33.572508,130.314739,092-881-1336,092-881-4872,isimar@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elisimar/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,310,元岡小学校,7,819-0384,福岡市西区太郎丸一丁目2番24号,33.589804,130.239744,092-806-1135,092-806-5038,elmotook@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elmotook/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,311,金武小学校,7,819-0035,福岡市西区大字金武2028番地1,33.533686,130.318805,092-811-1303,092-811-1339,,http://www.fuku-c.ed.jp/schoolhp/elkanata/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,312,玄界小学校,7,819-0205,福岡市西区大字玄界島239番地,33.683853,130.234589,092-809-2951,092-809-1274,,http://www.fuku-c.ed.jp/schoolhp/elgenkai/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,313,北崎小学校,7,819-0203,福岡市西区大字小田1385番地,33.633872,130.223179,092-809-2115,092-809-1298,,http://www.fuku-c.ed.jp/schoolhp/elkitaza/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,314,小呂小学校,7,819-0011,福岡市西区大字小呂島285番地,33.869534,130.035961,092-809-2911,092-809-1819,eloro@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eloro/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,315,北崎小西浦分校学校,7,819-0202,福岡市西区大字西浦640番地の5,33.645894,130.209671,092-809-2316,092-809-2316,,http://www.fuku-c.ed.jp/schoolhp/elnisiur/,市立小学校,,,,,,,,14
14,316,能古小学校,7,819-0012,福岡市西区能古357番地,33.615593,130.308409,092-881-0858,092-881-8416,elnoko@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnoko/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14
14,317,福重小学校,7,819-0022,福岡市西区福重四丁目25番1号,33.572017,130.325618,092-882-0400,092-882-4364,elfukusi@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elfukusi/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14,,,,,
14,318,内浜小学校,7,819-0002,福岡市西区姪の浜五丁目8番8号,33.585121,130.322431,092-881-0273,092-881-1322,elutiham@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elutiham/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14,,,,,
14,319,姪浜小学校,7,819-0002,福岡市西区姪の浜二丁目10番6号,33.588319,130.329604,092-891-3421,092-891-3422,elmeiham@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elmeiham/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14,,,,,
14,320,姪北小学校,7,819-0002,福岡市西区姪の浜二丁目20番23号,33.590805,130.328085,092-882-1004,092-882-1225,,http://www.fuku-c.ed.jp/schoolhp/elmeihok/,市立小学校・収容避難所（地区避難場所）,,,,,,,,14,,,,,
14,8975,福岡教育大学附属福岡小学校,3,,福岡市中央区西公園12-1,33.595923,130.37304,092-741-4731,092-722-2553,,,,,,,,,,,14,,,,,
14,8976,福岡雙葉小学校,3,,福岡市中央区御所ヶ谷７-１,33.574798,130.391919,092-531-1215,092-531-9728,,,,,,,,,,,14,,,16,33.574798,130.391919
